,Case diameter,Dial,Code,Ref. No.,"Date, GMT",Gender,Brand,Dial numerals,Availability,Clasp,"Chronometer, Helium Valve",Case material,Location,url,Price,Condition,Movement
With papers,38 mm,Grey,MT29068,CG1116,,,TAG Heuer,No numerals,Available now,Fold clasp,,Steel,"Belgium, Brussel",http://www.chrono24.com/tagheuer/aqua-racer-chronograph--id5127370.htm,,1 (mint),Quartz
,42 mm,Black,,CAF2010.BA0815,,Men's watch/Unisex,TAG Heuer,No numerals,Available now,Fold clasp,,Steel,"Spain, MADRID",http://www.chrono24.com/tagheuer/aquaracer-300m--id5284453.htm,,1 (mint),Automatic
With papers,,,8972,WAH1011.BA0854,,,TAG Heuer,,Available now,,,Steel,"Italy, Torino",http://www.chrono24.com/tagheuer/--formula-one-grande-date-mens-watch--id5655640.htm,,0 (unworn),Quartz
With papers,41 mm,Blue,,CAF7111,,Men's watch/Unisex,TAG Heuer,,Available now,Fold clasp,,Steel,"United Kingdom, London",http://www.chrono24.com/tagheuer/aquaracer-calibre-s-chronograph-regata-countdown--id5087158.htm,,1 (mint),Quartz
With papers,,Mother of pearl,,WV211D.EB0017,,Men's watch/Unisex,TAG Heuer,Arabic numerals,Available now,Buckle,,Steel,"Germany, Berlin",http://www.chrono24.com/tagheuer/tag-heuer-carrera-denim-calibre-5--id5584646.htm,,1 (mint),Automatic
With box,43 mm,Black,THCAR2014FC6235,CAR2014.FC6235,,Men's watch/Unisex,TAG Heuer,Arabic numerals,On request,Fold clasp,,Steel,"United States, New York, Brooklyn NY",http://www.chrono24.com/tagheuer/carrera--id4047801.htm,"$2,975",0 (unworn),Automatic
With box,45 mm,,THCAR2A1TFT6052,CAR2A1T.FT6052,,Men's watch/Unisex,TAG Heuer,,On request,Fold clasp,,Steel,"United States, New York, Brooklyn NY",http://www.chrono24.com/tagheuer/carrera--id4771653.htm,"$3,650",0 (unworn),Automatic
With box,,Black,28210,,,Men's watch/Unisex,TAG Heuer,,On request,Fold clasp,,,"United States, New York, Airmont",http://www.chrono24.com/tagheuer/carrera-caliber-heuer-01-skeleton-45mm-car2a5bft6044--id4994744.htm,"$9,144",0 (unworn),Automatic
With box,44 mm,Black,THCAZ2012BA0970,CAZ2012.BA0970,,Men's watch/Unisex,TAG Heuer,,On request,Fold clasp,,Steel,"United States, New York, Brooklyn NY",http://www.chrono24.com/tagheuer/formula-1--id5544360.htm,"$1,965",0 (unworn),Automatic
With box,43 mm,Black,THCAZ1013BA0883,CAZ1013.BA0883,,Men's watch/Unisex,TAG Heuer,Arabic numerals,On request,Fold clasp,,Steel,"United States, New York, Brooklyn NY",http://www.chrono24.com/tagheuer/formula-1--id5416979.htm,"$1,295",0 (unworn),Quartz
With box,32 mm,Black,THWAH1312BA0867,WAH1312.BA0867,,Ladies' watch,TAG Heuer,,On request,Fold clasp,,Steel,"United States, New York, Brooklyn NY",http://www.chrono24.com/tagheuer/formula-1--id3918611.htm,"$1,625",0 (unworn),Quartz
With box,44 mm,Black,THCAV5185FC6237,CAV5185.FC6237,,Men's watch/Unisex,TAG Heuer,,On request,Fold clasp,,Titanium,"United States, New York, Brooklyn NY",http://www.chrono24.com/tagheuer/grand-carrera--id3809053.htm,"$7,560",0 (unworn),Automatic
With box,32 mm,Mother of pearl,THWAY1314BA0915,WAY1314.BA0915,,Ladies' watch,TAG Heuer,,On request,Fold clasp,,Steel,"United States, New York, Brooklyn NY",http://www.chrono24.com/tagheuer/aquaracer--id5423967.htm,"$2,575",0 (unworn),Quartz
With box,32 mm,Mother of pearl,THWAR1353BD0779,WAR1353.BD0779,,Ladies' watch,TAG Heuer,,On request,Fold clasp,,Steel,"United States, New York, Brooklyn NY",http://www.chrono24.com/tagheuer/carrera--id4782458.htm,"$3,695",0 (unworn),Quartz
With box,41 mm,Black,THCAH1212BA0862,CAH1212.BA0862,,Men's watch/Unisex,TAG Heuer,,On request,Fold clasp,,Steel,"United States, New York, Brooklyn NY",http://www.chrono24.com/tagheuer/formula-1--id5668379.htm,"$1,849",0 (unworn),Quartz
With box,41 mm,Black,THWAR201CFC6266,WAR201C.FC6266,,Men's watch/Unisex,TAG Heuer,,On request,Fold clasp,,Steel,"United States, New York, Brooklyn NY",http://www.chrono24.com/tagheuer/carrera--id5296433.htm,"$1,849",0 (unworn),Automatic
With box,27 mm,Silver,THWAY1455BD0922,WAY1455.BD0922,,Ladies' watch,TAG Heuer,,On request,Fold clasp,,Steel,"United States, New York, Brooklyn NY",http://www.chrono24.com/tagheuer/aquaracer--id4637244.htm,"$2,075",0 (unworn),Quartz
With box,35 mm,Black,THWAY1390BH0716,WAY1390.BH0716,,Ladies' watch,TAG Heuer,,On request,Fold clasp,,Ceramic,"United States, New York, Brooklyn NY",http://www.chrono24.com/tagheuer/aquaracer--id4771694.htm,"$1,785",0 (unworn),Quartz
With box,43 mm,Black,THCAZ1011BA0842,CAZ1011.BA0842,,Men's watch/Unisex,TAG Heuer,Arabic numerals,On request,Fold clasp,,Steel,"United States, New York, Brooklyn NY",http://www.chrono24.com/tagheuer/formula-1--id5254629.htm,"$1,195",0 (unworn),Quartz
With box,39 mm,Silver,THWAR215DFC6181,WAR215D.FC6181,,Men's watch/Unisex,TAG Heuer,,On request,Fold clasp,,Steel,"United States, New York, Brooklyn NY",http://www.chrono24.com/tagheuer/carrera--id5668403.htm,"$2,195",0 (unworn),Automatic
With box,37 mm,White,THWAH1221BB0865,WAH1221.BB0865,,Ladies' watch,TAG Heuer,,On request,Fold clasp,,Steel,"United States, New York, Brooklyn NY",http://www.chrono24.com/tagheuer/formula-1--id5668435.htm,"$1,869",0 (unworn),Quartz
With box,45 mm,,THCAR5A8ZFC6377,CAR5A8Z.FC6377,,Men's watch/Unisex,TAG Heuer,,On request,Fold clasp,,Titanium,"United States, New York, Brooklyn NY",http://www.chrono24.com/tagheuer/carrera--id4854072.htm,"$14,840",0 (unworn),Automatic
With box,45 mm,,THCAR2A1ZFT6044,CAR2A1Z.FT6044,,Men's watch/Unisex,TAG Heuer,,On request,Fold clasp,,Steel,"United States, New York, Brooklyn NY",http://www.chrono24.com/tagheuer/carrera-calibre-heuer-01-automatic-skeleton-dial-mens-watch--id5416903.htm,"$3,795",0 (unworn),Automatic
With box,28 mm,White,THWAR2414BA0776,WAR2414.BA0776,,Ladies' watch,TAG Heuer,,On request,Fold clasp,,Steel,"United States, New York, Brooklyn NY",http://www.chrono24.com/tagheuer/carrera--id5668419.htm,"$1,839",0 (unworn),Automatic
With box,,Grey,29198,,,Ladies' watch,TAG Heuer,,On request,Fold clasp,,,"United States, New York, Airmont",http://www.chrono24.com/tagheuer/carrera-quartz-war1115fc6392--id5598821.htm,"$3,412",0 (unworn),Quartz
With box,41 mm,Silver,THCAR2111FC6266,CAR2111.FC6266,,Men's watch/Unisex,TAG Heuer,,On request,Fold clasp,,Steel,"United States, New York, Brooklyn NY",http://www.chrono24.com/tagheuer/carrera--id4328698.htm,"$2,849",0 (unworn),Automatic
With box,41 mm,Black,THCV201AGFC6266,CV201AG.FC6266,,Men's watch/Unisex,TAG Heuer,,On request,Fold clasp,,Steel,"United States, New York, Brooklyn NY",http://www.chrono24.com/tagheuer/carrera--id5200815.htm,"$2,849",0 (unworn),Automatic
With box,43 mm,Black,THWAY201AFT6069,WAY201A.FT6069,,Men's watch/Unisex,TAG Heuer,,On request,Fold clasp,,Steel,"United States, New York, Brooklyn NY",http://www.chrono24.com/tagheuer/aquaracer--id4746509.htm,"$1,650",0 (unworn),Automatic
With box,37 mm,White,THWAH1218BA0861,WAH1218.BA0861,,Ladies' watch,TAG Heuer,,On request,,,Steel,"United States, New York, Brooklyn NY",http://www.chrono24.com/tagheuer/formula-1--id4542729.htm,"$2,110",0 (unworn),Quartz
With box,41 mm,Black,THWAR201CBA0723,WAR201C.BA0723,,Men's watch/Unisex,TAG Heuer,,On request,Fold clasp,,Steel,"United States, New York, Brooklyn NY",http://www.chrono24.com/tagheuer/carrera--id4850423.htm,"$1,720",0 (unworn),Automatic
With box,42 mm,Blue,THCAP2112FT6028,CAP2112.FT6028,,Men's watch/Unisex,TAG Heuer,,On request,Fold clasp,,Steel,"United States, New York, Brooklyn NY",http://www.chrono24.com/tagheuer/aquaracer--id4366134.htm,"$2,190",0 (unworn),Automatic
With box,39 mm,Black,THWAR215EFC6336,WAR215E.FC6336,,Men's watch/Unisex,TAG Heuer,,On request,Fold clasp,,Steel,"United States, New York, Brooklyn NY",http://www.chrono24.com/tagheuer/carrera--id4788718.htm,"$2,175",0 (unworn),Automatic
With box,40.5 mm,Silver,THWAY1150BD0911,WAY1150.BD0911,,Men's watch/Unisex,TAG Heuer,,On request,Fold clasp,,Steel,"United States, New York, Brooklyn NY",http://www.chrono24.com/tagheuer/aquaracer--id4401649.htm,"$2,550",0 (unworn),Quartz
With box,28 mm,Mother of pearl,THWAR2452BD0777,WAR2452.BD0777,,Ladies' watch,TAG Heuer,,On request,Fold clasp,,Steel,"United States, New York, Brooklyn NY",http://www.chrono24.com/tagheuer/carrera--id5586360.htm,"$2,695",0 (unworn),Automatic
With box,43 mm,Silver,THCAR2012BA0799,CAR2012.BA0799,,Men's watch/Unisex,TAG Heuer,Arabic numerals,On request,Fold clasp,,Steel,"United States, New York, Brooklyn NY",http://www.chrono24.com/tagheuer/carrera--id3524628.htm,"$2,850",0 (unworn),Automatic
With box,41 mm,White,THCAH1211BA0863,CAH1211.BA0863,,Ladies' watch,TAG Heuer,,On request,Fold clasp,,Steel,"United States, New York, Brooklyn NY",http://www.chrono24.com/tagheuer/formula-1--id4385874.htm,"$1,295",0 (unworn),Quartz
With box,39 mm,Black,THWAR215CFC6336,WAR215C.FC6336,,Men's watch/Unisex,TAG Heuer,,On request,"Fold clasp, hidden",,Steel,"United States, New York, Brooklyn NY",http://www.chrono24.com/tagheuer/carrera--id5379331.htm,"$1,950",0 (unworn),Automatic
With box,43 mm,Silver,THCAY1111BA0925,CAY1111.BA0925,,Men's watch/Unisex,TAG Heuer,,On request,,,Steel,"United States, New York, Brooklyn NY",http://www.chrono24.com/tagheuer/aquaracer--id4310769.htm,"$1,499",0 (unworn),Quartz
With box,41 mm,Black,THCV201ALBA0723,CV201AL.BA0723,,Men's watch/Unisex,TAG Heuer,,On request,Fold clasp,,Steel,"United States, New York, Brooklyn NY",http://www.chrono24.com/tagheuer/carrera--id4579120.htm,"$2,580",0 (unworn),Automatic
With box,43 mm,Blue,THCAZ1018BA0842,CAZ1018.BA0842,,Men's watch/Unisex,TAG Heuer,,On request,Fold clasp,,Steel,"United States, New York, Brooklyn NY",http://www.chrono24.com/tagheuer/formula-1--id5254624.htm,"$1,188",0 (unworn),Quartz
With box,43 mm,Black,THCAR2013FC6313,CAR2013.FC6313,,Men's watch/Unisex,TAG Heuer,Arabic numerals,On request,Fold clasp,,Steel,"United States, New York, Brooklyn NY",http://www.chrono24.com/tagheuer/carrera--id3351949.htm,"$3,095",0 (unworn),Automatic
With box,41 mm,Blue,THWAR201EFC6292,WAR201E.FC6292,,Men's watch/Unisex,TAG Heuer,,On request,Fold clasp,,Steel,"United States, New York, Brooklyn NY",http://www.chrono24.com/tagheuer/carrera--id3580884.htm,"$1,695",0 (unworn),Automatic
With box,43 mm,Grey,THCAR2A11FC6313,CAR2A11.FC6313,,Men's watch/Unisex,TAG Heuer,Arabic numerals,On request,Fold clasp,,Steel,"United States, New York, Brooklyn NY",http://www.chrono24.com/tagheuer/carrera--id3918557.htm,"$3,250",0 (unworn),Automatic
With box,,Blue,29202,,,Ladies' watch,TAG Heuer,,On request,Fold clasp,,Steel,"United States, New York, Airmont",http://www.chrono24.com/tagheuer/carrera-quartz-war1114fc6391--id5598824.htm,"$3,000",0 (unworn),Quartz
With box,43 mm,Silver,THCAR2B11FC6235,CAR2B11.FC6235,,Men's watch/Unisex,TAG Heuer,,On request,Fold clasp,,Steel,"United States, New York, Brooklyn NY",http://www.chrono24.com/tagheuer/carrera--id4552900.htm,"$5,372",0 (unworn),Automatic
With box,39 mm,Silver,THWAS2111FC6293,WAS2111.FC6293,,Men's watch/Unisex,TAG Heuer,Arabic numerals,On request,Fold clasp,,Steel,"United States, New York, Brooklyn NY",http://www.chrono24.com/tagheuer/carrera--id3248512.htm,"$2,075",0 (unworn),Automatic
With box,28 mm,Black,THWAR2413BA0776,WAR2413.BA0776,,Ladies' watch,TAG Heuer,,On request,Fold clasp,,Steel,"United States, New York, Brooklyn NY",http://www.chrono24.com/tagheuer/carrera--id3815272.htm,"$1,839",0 (unworn),Automatic
With box,39 mm,Silver,THWAR215BFC6181,WAR215B.FC6181,,Men's watch/Unisex,TAG Heuer,,On request,Fold clasp,,Steel,"United States, New York, Brooklyn NY",http://www.chrono24.com/tagheuer/carrera--id4264326.htm,"$2,095",0 (unworn),Automatic
With box,45 mm,,THCAR2A1WBA0703,CAR2A1W.BA0703,,Men's watch/Unisex,TAG Heuer,,On request,Fold clasp,,Steel,"United States, New York, Brooklyn NY",http://www.chrono24.com/tagheuer/carrera--id4923308.htm,"$3,795",0 (unworn),Automatic
With box,39 mm,Black,THWAR1115FC6392,WAR1115.FC6392,,Ladies' watch,TAG Heuer,,On request,,,Titanium,"United States, New York, Brooklyn NY",http://www.chrono24.com/tagheuer/carrera--id4771674.htm,"$3,185",0 (unworn),Quartz
With box,32 mm,Mother of pearl,THWAR1352BD0779,WAR1352.BD0779,,Ladies' watch,TAG Heuer,,On request,Fold clasp,,Steel,"United States, New York, Brooklyn NY",http://www.chrono24.com/tagheuer/carrera--id4552963.htm,"$2,475",0 (unworn),Quartz
With box,,Blue,29201,,,Ladies' watch,TAG Heuer,,On request,Fold clasp,,Steel,"United States, New York, Airmont",http://www.chrono24.com/tagheuer/carrera-quartz-war1114ba0601--id5598825.htm,"$3,110",0 (unworn),Quartz
With box,39 mm,Silver,THWAR215BBD0783,WAR215B.BD0783,,Men's watch/Unisex,TAG Heuer,,On request,Fold clasp,,Steel,"United States, New York, Brooklyn NY",http://www.chrono24.com/tagheuer/carrera--id3756094.htm,"$2,695",0 (unworn),Automatic
With box,40.5 mm,Silver,THWAY1120BB0930,WAY1120.BB0930,,Men's watch/Unisex,TAG Heuer,,On request,Fold clasp,,Steel,"United States, New York, Brooklyn NY",http://www.chrono24.com/tagheuer/aquaracer--id4360247.htm,"$1,375",0 (unworn),Quartz
With box,41 mm,Black,THCBB2010BA0906,CBB2010.BA0906,,Men's watch/Unisex,TAG Heuer,,On request,Fold clasp,,Steel,"United States, New York, Brooklyn NY",http://www.chrono24.com/tagheuer/carrera--id4408186.htm,"$2,650",0 (unworn),Automatic
With box,41 mm,Black,THWAR2010FC6266,WAR2010.FC6266,"Date, GMT",Men's watch/Unisex,TAG Heuer,,On request,Fold clasp,,Steel,"United States, New York, Brooklyn NY",http://www.chrono24.com/tagheuer/carrera--id5291090.htm,"$1,795",0 (unworn),Automatic
With box,43 mm,Silver,THCAR2012FC6236,CAR2012.FC6236,,Men's watch/Unisex,TAG Heuer,Arabic numerals,On request,Fold clasp,,Steel,"United States, New York, Brooklyn NY",http://www.chrono24.com/tagheuer/carrera--id4905675.htm,"$3,049",0 (unworn),Automatic
With box,40.5 mm,Black,THCAL2110FC6257,CAL2110.FC6257,,Men's watch/Unisex,TAG Heuer,,On request,Fold clasp,,,"United States, New York, Brooklyn NY",http://www.chrono24.com/tagheuer/monaco--id4766063.htm,"$5,795",0 (unworn),Automatic
With box,43 mm,Black,THWAY2010BA0927,WAY2010.BA0927,,Men's watch/Unisex,TAG Heuer,,On request,Fold clasp,,Steel,"United States, New York, Brooklyn NY",http://www.chrono24.com/tagheuer/aquaracer--id4585980.htm,"$1,450",0 (unworn),Automatic
With box,41 mm,Black,THWAY218BFC6364,WAY218B.FC6364,,Men's watch/Unisex,TAG Heuer,,On request,,,Steel,"United States, New York, Brooklyn NY",http://www.chrono24.com/tagheuer/aquaracer--id5659527.htm,"$1,950",0 (unworn),Automatic
With box,43 mm,Black,THWAY201ABA0927,WAY201A.BA0927,,Men's watch/Unisex,TAG Heuer,,On request,Fold clasp,,Steel,"United States, New York, Brooklyn NY",http://www.chrono24.com/tagheuer/aquaracer--id4531232.htm,"$1,749",0 (unworn),Automatic
With box,39 mm,Black,THWAR211CFC6336,WAR211C.FC6336,,Men's watch/Unisex,TAG Heuer,,On request,Fold clasp,,Steel,"United States, New York, Brooklyn NY",http://www.chrono24.com/tagheuer/carrera--id5248159.htm,"$1,475",0 (unworn),Automatic
With box,,Silver,27809,,,Men's watch/Unisex,TAG Heuer,,On request,Fold clasp,,Gold/Steel,"United States, New York, Airmont",http://www.chrono24.com/tagheuer/aquaracer-automatic-chronograph-cay2121bb0923--id4999749.htm,"$2,840",0 (unworn),Automatic
With box,43 mm,Grey,THCAZ1016EB0058,CAZ1016.EB0058,,Men's watch/Unisex,TAG Heuer,,On request,Fold clasp,,Steel,"United States, New York, Brooklyn NY",http://www.chrono24.com/tagheuer/formula-1--id4771687.htm,"$1,149",0 (unworn),Quartz
With box,32 mm,White,THWAH1313BA0868,WAH1313.BA0868,,Ladies' watch,TAG Heuer,,On request,Fold clasp,,Steel,"United States, New York, Brooklyn NY",http://www.chrono24.com/tagheuer/formula-1--id5572116.htm,"$1,775",0 (unworn),Quartz
With box,,Black,29700,,,Men's watch/Unisex,TAG Heuer,,On request,Fold clasp,,Titanium,"United States, New York, Airmont",http://www.chrono24.com/tagheuer/carrera-day-date-automatic-chronograph-43mm-cv2a84fc6394--id5693732.htm,"$4,500",0 (unworn),Automatic
With box,41 mm,Blue,THWAK2111BA0830,WAK2111.BA0830,,Men's watch/Unisex,TAG Heuer,,On request,Fold clasp,,Steel,"United States, New York, Brooklyn NY",http://www.chrono24.com/tagheuer/aquaracer--id5572132.htm,"$1,690",0 (unworn),Automatic
With box,41 mm,Black,THWAR5012FC6326,WAR5012FC6326,"Date, GMT",Men's watch/Unisex,TAG Heuer,,On request,Fold clasp,,Steel,"United States, New York, Brooklyn NY",http://www.chrono24.com/tagheuer/carrera--id5145045.htm,"$2,495",0 (unworn),Automatic
With box,41 mm,Silver,THWAR201DBA0723,WAR201D.BA0723,,Men's watch/Unisex,TAG Heuer,,On request,Fold clasp,,Steel,"United States, New York, Brooklyn NY",http://www.chrono24.com/tagheuer/carrera--id4069366.htm,"$1,750",0 (unworn),Automatic
With box,41 mm,White,THCAH1213BA0863,CAH1213.BA0863,,Ladies' watch,TAG Heuer,,On request,Fold clasp,,Steel,"United States, New York, Brooklyn NY",http://www.chrono24.com/tagheuer/formula-1--id4069358.htm,"$1,849",0 (unworn),Quartz
With box,41 mm,Black,THCAR2110FC6266,CAR2110.FC6266,,Men's watch/Unisex,TAG Heuer,,On request,Fold clasp,,Steel,"United States, New York, Brooklyn NY",http://www.chrono24.com/tagheuer/carrera--id5051489.htm,"$2,799",0 (unworn),Automatic
With box,41 mm,Black,THWAR5010BA0723,WAR5010.BA0723,,Men's watch/Unisex,TAG Heuer,,On request,Fold clasp,,Steel,"United States, New York, Brooklyn NY",http://www.chrono24.com/tagheuer/carrera--id4008604.htm,"$2,495",0 (unworn),Automatic
With box,43 mm,Blue,THCAZ1014BA0842,CAZ1014.BA0842,,Men's watch/Unisex,TAG Heuer,,On request,Fold clasp,,Steel,"United States, New York, Brooklyn NY",http://www.chrono24.com/tagheuer/formula-1--id4740395.htm,"$1,075",0 (unworn),Quartz
With box,,Black,CT31141,wv211b.ba0787,,Men's watch/Unisex,TAG Heuer,,On request,Fold clasp,,Steel,"United States, Georgia, Atlanta",http://www.chrono24.com/tagheuer/carrera-automatic--id2691238.htm,"$1,590",1 (mint),Automatic
With box,28 mm,Black,THWAR2413BA0770,WAR2413.BA0770,,Ladies' watch,TAG Heuer,,On request,Fold clasp,,Steel,"United States, New York, Brooklyn NY",http://www.chrono24.com/tagheuer/carrera--id5457238.htm,"$1,995",0 (unworn),Automatic
With box,43 mm,Black,THCV2A10FC6235,CV2A10.FC6235,,Men's watch/Unisex,TAG Heuer,Arabic numerals,On request,Fold clasp,,Steel,"United States, New York, Brooklyn NY",http://www.chrono24.com/tagheuer/carrera--id5618934.htm,"$3,120",0 (unworn),Automatic
With box,39 mm,Silver,THWAR215DBD0784,WAR215D.BD0784,,Men's watch/Unisex,TAG Heuer,,On request,Fold clasp,,Steel,"United States, New York, Brooklyn NY",http://www.chrono24.com/tagheuer/carrera-caliber-5-silver-dial-stainless-steel-18kt-rose-gold-mens-watch--id4271717.htm,"$2,575",0 (unworn),Automatic
With box,28 mm,White,THWAR2416BA0776,WAR2416.BA0776,,Ladies' watch,TAG Heuer,,On request,Fold clasp,,Steel,"United States, New York, Brooklyn NY",http://www.chrono24.com/tagheuer/carrera--id3666092.htm,"$1,375",0 (unworn),Automatic
With box,42 mm,Black,THCV201AGBA0725,CV201AG.BA0725,,Men's watch/Unisex,TAG Heuer,,On request,Fold clasp,,Steel,"United States, New York, Brooklyn NY",http://www.chrono24.com/tagheuer/carrera--id3781343.htm,"$2,795",0 (unworn),Automatic
With box,41 mm,Silver,THWAR2011FC6291,WAR2011.FC6291,"Date, GMT",Men's watch/Unisex,TAG Heuer,,On request,Fold clasp,,Steel,"United States, New York, Brooklyn NY",http://www.chrono24.com/tagheuer/carrera--id3688104.htm,"$1,795",0 (unworn),Automatic
With box,39 mm,Blue,THCAW2111FC6183,CAW2111.FC6183,,Men's watch/Unisex,TAG Heuer,,On request,Fold clasp,,Steel,"United States, New York, Brooklyn NY",http://www.chrono24.com/tagheuer/monaco--id4392351.htm,"$3,680",0 (unworn),Automatic
With papers,41 mm,,WAY211A.BA0928,WAY211A.BA0928,,Men's watch/Unisex,TAG Heuer,,Available now,,,Steel,"Italy, Alghero",http://www.chrono24.com/tagheuer/acquaracer-300m-calibre-5-automatic--id5145983.htm,,0 (unworn),Automatic
With box,40.5 mm,Black,THWAY2110FT8021,WAY2110.FT8021,,Men's watch/Unisex,TAG Heuer,,On request,Buckle,,Steel,"United States, New York, Brooklyn NY",http://www.chrono24.com/tagheuer/aquaracer--id5576707.htm,"$1,275",0 (unworn),Automatic
With box,37 mm,Black,THWAH1217BA0859,WAH1217.BA0859,,Ladies' watch,TAG Heuer,Arabic numerals,On request,Fold clasp,,Steel,"United States, New York, Brooklyn NY",http://www.chrono24.com/tagheuer/formula-1--id5509933.htm,"$1,995",0 (unworn),Quartz
With box,,Grey,28478,,,Men's watch/Unisex,TAG Heuer,,On request,Fold clasp,,Titanium,"United States, New York, Airmont",http://www.chrono24.com/tagheuer/carrera-caliber-heuer-01-43mm-car208zbf0719--id5464216.htm,"$5,600",0 (unworn),Automatic
With box,43 mm,Blue,THWAY2012BA0927,WAY2012.BA0927,,Men's watch/Unisex,TAG Heuer,,On request,Fold clasp,,Steel,"United States, New York, Brooklyn NY",http://www.chrono24.com/tagheuer/aquaracer--id4585986.htm,"$1,450",0 (unworn),Automatic
